food_name,calcium_tier,vitk_tier,iron_tier,potassium_tier,magnesium_tier,zinc_tier,tyramine_tier,calcium,iron,magnesium,potassium,vitk,zinc,acid_tier
"Beans, Dry, Black, 583 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,168.0,4.22,178.0,1540.0,,3.51,LOW
"Beans, Dry, Black, 590 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,220.0,4.82,168.0,1570.0,,3.02,LOW
"Beans, Dry, Black, 592 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,256.0,5.46,193.0,1380.0,,3.54,LOW
"Beans, Dry, Black, 596 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,250.0,4.47,187.0,1280.0,,3.45,LOW
"Beans, Dry, Black, 597 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,187.0,3.64,171.0,1510.0,,3.35,LOW
"Beans, Dry, Black, 600 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,235.0,5.19,186.0,1420.0,,3.88,LOW
"Beans, Dry, Black, 601 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,173.0,5.12,190.0,1620.0,,3.65,LOW
"Beans, Dry, Black, 602 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,175.0,4.44,188.0,1640.0,,3.39,LOW
"Beans, Dry, Black, 604 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,130.0,4.36,176.0,1560.0,,3.86,LOW
"Beans, Dry, Black, 607 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,200.0,4.21,182.0,1480.0,,3.31,LOW
"Beans, Dry, Black, 608 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,191.0,3.66,172.0,1540.0,,3.26,LOW
"Beans, Dry, Black, 610 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,199.0,4.4,218.0,1690.0,,3.89,LOW
"Beans, Dry, Black, 611 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,218.0,4.79,176.0,1530.0,,3.5,LOW
"Beans, Dry, Black, 615 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,209.0,4.46,169.0,1500.0,,3.54,LOW
"Beans, Dry, Black, 617 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,205.0,3.97,170.0,1540.0,,3.52,LOW
"Beans, Dry, Black, 619 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,136.0,3.76,184.0,1470.0,,3.07,LOW
"Beans, Dry, Black, 620 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,193.0,4.29,195.0,1170.0,,3.04,LOW
"Beans, Dry, Black, 624 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,142.0,3.95,175.0,1630.0,,3.98,LOW
"Beans, Dry, Black, 625 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,133.0,4.94,179.0,1290.0,,3.83,LOW
"Beans, Dry, Black, 707 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,219.0,3.84,228.0,1500.0,,2.86,LOW
"Beans, Dry, Black, 737 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,133.0,4.65,174.0,1580.0,,3.21,LOW
"Beans, Dry, Black, 745 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,173.0,5.31,165.0,1570.0,,3.65,LOW
"Beans, Dry, Black, 753 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,200.0,5.96,179.0,1420.0,,4.09,LOW
"Beans, Dry, Black, 767 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,213.0,4.44,205.0,1620.0,,3.27,LOW
"Beans, Dry, Brown (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,158.0,4.7,158.0,1580.0,,3.71,LOW
"Beans, Dry, Brown, 351 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,160.0,4.63,158.0,1600.0,,3.63,LOW
"Beans, Dry, Brown, 679 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,157.0,4.77,157.0,1560.0,,3.8,LOW
"Beans, Dry, Carioca (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,194.0,5.87,179.0,1390.0,,3.36,LOW
"Beans, Dry, Carioca, 11F-8001 (0% moisture)",MEDIUM,LOW,UNKNOWN,HIGH,HIGH,HIGH,LOW,177.0,,200.0,1620.0,,3.51,LOW
"Beans, Dry, Carioca, 11F-8104 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,204.0,7.74,187.0,1060.0,,3.56,LOW
"Beans, Dry, Carioca, 217 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,198.0,4.75,165.0,1500.0,,2.94,LOW
"Beans, Dry, Carioca, 622 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,195.0,5.1,165.0,1360.0,,3.44,LOW
"Beans, Dry, Cranberry (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,152.0,5.26,166.0,1340.0,,3.03,MEDIUM
"Beans, Dry, Cranberry, 11F-8022 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,161.0,6.73,164.0,1350.0,,2.93,MEDIUM
"Beans, Dry, Cranberry, 11F-8131 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,140.0,6.57,170.0,1420.0,,2.91,MEDIUM
"Beans, Dry, Cranberry, 378 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,149.0,3.89,164.0,1440.0,,3.01,MEDIUM
"Beans, Dry, Cranberry, 750 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,160.0,3.85,164.0,1150.0,,3.26,MEDIUM
"Beans, Dry, Dark Red Kidney (0% moisture)",LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,98.0,6.58,164.0,1490.0,,3.29,LOW
"Beans, Dry, Dark Red Kidney, 11F-8040 (0% moisture)",LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,94.0,6.75,171.0,1470.0,,3.33,LOW
"Beans, Dry, Dark Red Kidney, 11F-8074 (0% moisture)",LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,98.0,6.93,162.0,1400.0,,3.65,LOW
"Beans, Dry, Dark Red Kidney, 11F-8130 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,103.0,6.07,154.0,1510.0,,3.02,LOW
"Beans, Dry, Dark Red Kidney, 11F-8132 (0% moisture)",LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,99.0,6.58,169.0,1580.0,,3.15,LOW
"Beans, Dry, Flor de Mayo (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,180.0,4.47,182.0,1490.0,,3.42,LOW
"Beans, Dry, Flor de Mayo, 443 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,182.0,4.65,189.0,1520.0,,3.49,LOW
"Beans, Dry, Flor de Mayo, 823 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,179.0,4.29,174.0,1460.0,,3.35,LOW
"Beans, Dry, Great Northern (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,192.0,5.48,176.0,1520.0,,3.45,LOW
"Beans, Dry, Great Northern, 11F-8008 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,157.0,7.11,174.0,1630.0,,2.94,LOW
"Beans, Dry, Great Northern, 11F-8010 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,148.0,6.3,179.0,1500.0,,3.26,LOW
"Beans, Dry, Great Northern, 11F-8025 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,150.0,7.9,163.0,1460.0,,3.91,LOW
"Beans, Dry, Great Northern, 11F-8051 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,197.0,6.69,153.0,1070.0,,3.2,LOW
"Beans, Dry, Great Northern, 11F-8052 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,243.0,7.26,180.0,1360.0,,3.6,LOW
"Beans, Dry, Great Northern, 11F-8053 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,180.0,7.04,172.0,1470.0,,3.58,LOW
"Beans, Dry, Great Northern, 11F-8060 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,176.0,6.1,193.0,1410.0,,3.98,LOW
"Beans, Dry, Great Northern, 11F-8063 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,187.0,6.89,195.0,1450.0,,3.5,LOW
"Beans, Dry, Great Northern, 11F-8067 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,183.0,7.34,188.0,1370.0,,4.11,LOW
"Beans, Dry, Great Northern, 11F-8068 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,154.0,7.16,195.0,1390.0,,3.37,LOW
"Beans, Dry, Great Northern, 11F-8077 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,237.0,7.49,199.0,1430.0,,3.62,LOW
"Beans, Dry, Great Northern, 11F-8085 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,160.0,7.02,187.0,1390.0,,3.76,LOW
"Beans, Dry, Great Northern, 11F-8087 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,186.0,7.17,166.0,1360.0,,3.54,LOW
"Beans, Dry, Great Northern, 11F-8090 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,137.0,5.42,175.0,1320.0,,3.39,LOW
"Beans, Dry, Great Northern, 11F-8092 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,166.0,6.76,162.0,1440.0,,3.72,LOW
"Beans, Dry, Great Northern, 11F-8093 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,192.0,7.35,184.0,1340.0,,3.4,LOW
"Beans, Dry, Great Northern, 11F-8097 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,143.0,6.34,158.0,1060.0,,3.84,LOW
"Beans, Dry, Great Northern, 11F-8110 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,197.0,7.01,183.0,1510.0,,3.0,LOW
"Beans, Dry, Great Northern, 11F-8113 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,170.0,6.62,152.0,1530.0,,2.64,LOW
"Beans, Dry, Great Northern, 11F-8125 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,172.0,6.95,187.0,1540.0,,3.33,LOW
"Beans, Dry, Great Northern, 11F-8128 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,214.0,6.52,196.0,1540.0,,3.02,LOW
"Beans, Dry, Great Northern, 11F-8134 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,158.0,6.45,176.0,1530.0,,3.16,LOW
"Beans, Dry, Great Northern, 11F-8138 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,189.0,6.82,167.0,1560.0,,3.18,LOW
"Beans, Dry, Great Northern, 11F-8139 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,247.0,6.93,198.0,1550.0,,3.12,LOW
"Beans, Dry, Great Northern, 11F-8141 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,148.0,7.82,154.0,1520.0,,3.19,LOW
"Beans, Dry, Great Northern, 11F-8145 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,183.0,6.6,150.0,1390.0,,2.58,LOW
"Beans, Dry, Great Northern, 11F-8152 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,144.0,5.95,184.0,1490.0,,3.06,LOW
"Beans, Dry, Great Northern, 11F-8155 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,192.0,6.84,166.0,1500.0,,2.81,LOW
"Beans, Dry, Great Northern, 11F-8163 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,183.0,6.85,193.0,1550.0,,3.24,LOW
"Beans, Dry, Great Northern, 11F-8171 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,171.0,7.16,189.0,1700.0,,2.85,LOW
"Beans, Dry, Great Northern, 11F-8172 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,165.0,7.71,189.0,1540.0,,3.09,LOW
"Beans, Dry, Great Northern, 11F-8184 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,157.0,5.42,171.0,1460.0,,3.25,LOW
"Beans, Dry, Great Northern, 11F-8185 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,144.0,6.23,184.0,1580.0,,3.42,LOW
"Beans, Dry, Great Northern, 11F-8192 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,160.0,7.3,180.0,1490.0,,3.21,LOW
"Beans, Dry, Great Northern, 11F-8194 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,114.0,6.11,167.0,1440.0,,3.29,LOW
"Beans, Dry, Great Northern, 235 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,171.0,5.78,168.0,1580.0,,3.34,LOW
"Beans, Dry, Great Northern, 293 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,191.0,3.96,172.0,1520.0,,3.55,LOW
"Beans, Dry, Great Northern, 306 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,179.0,5.95,151.0,1520.0,,3.38,LOW
"Beans, Dry, Great Northern, 315 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,151.0,6.51,158.0,1640.0,,3.38,LOW
"Beans, Dry, Great Northern, 327 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,152.0,4.7,185.0,1570.0,,3.28,LOW
"Beans, Dry, Great Northern, 335 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,208.0,4.49,188.0,1670.0,,3.27,LOW
"Beans, Dry, Great Northern, 337 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,171.0,4.65,162.0,1510.0,,3.01,LOW
"Beans, Dry, Great Northern, 339 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,198.0,5.01,173.0,1500.0,,3.33,LOW
"Beans, Dry, Great Northern, 341 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,206.0,4.1,195.0,1640.0,,3.2,LOW
"Beans, Dry, Great Northern, 346 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,181.0,4.52,162.0,1410.0,,3.34,LOW
"Beans, Dry, Great Northern, 350 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,166.0,6.88,162.0,1470.0,,3.29,LOW
"Beans, Dry, Great Northern, 363 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,211.0,5.32,156.0,1550.0,,3.66,LOW
"Beans, Dry, Great Northern, 364 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,170.0,3.31,178.0,1740.0,,3.22,LOW
"Beans, Dry, Great Northern, 375 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,195.0,5.13,187.0,1520.0,,3.45,LOW
"Beans, Dry, Great Northern, 379 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,235.0,3.76,202.0,1690.0,,3.51,LOW
"Beans, Dry, Great Northern, 380 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,239.0,4.66,169.0,1480.0,,3.13,LOW
"Beans, Dry, Great Northern, 384 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,217.0,4.6,164.0,1500.0,,3.2,LOW
"Beans, Dry, Great Northern, 385 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,226.0,4.73,151.0,1520.0,,3.31,LOW
"Beans, Dry, Great Northern, 387 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,146.0,4.39,175.0,1690.0,,3.26,LOW
"Beans, Dry, Great Northern, 392 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,232.0,5.38,163.0,1510.0,,3.28,LOW
"Beans, Dry, Great Northern, 396 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,204.0,4.6,154.0,1500.0,,3.12,LOW
"Beans, Dry, Great Northern, 401 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,232.0,5.63,191.0,1700.0,,3.92,LOW
"Beans, Dry, Great Northern, 402 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,164.0,4.73,187.0,1570.0,,3.51,LOW
"Beans, Dry, Great Northern, 406 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,207.0,4.09,189.0,1580.0,,3.6,LOW
"Beans, Dry, Great Northern, 407 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,162.0,5.3,168.0,1540.0,,4.02,LOW
"Beans, Dry, Great Northern, 412 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,196.0,3.44,179.0,1610.0,,3.36,LOW
"Beans, Dry, Great Northern, 415 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,205.0,4.57,178.0,1690.0,,3.58,LOW
"Beans, Dry, Great Northern, 418 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,182.0,5.09,176.0,1720.0,,3.69,LOW
"Beans, Dry, Great Northern, 423 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,224.0,4.93,177.0,1510.0,,3.07,LOW
"Beans, Dry, Great Northern, 429 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,214.0,5.82,175.0,1490.0,,3.62,LOW
"Beans, Dry, Great Northern, 434 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,189.0,4.3,171.0,1530.0,,3.68,LOW
"Beans, Dry, Great Northern, 438 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,171.0,4.41,166.0,1520.0,,3.64,LOW
"Beans, Dry, Great Northern, 441 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,218.0,4.74,189.0,1580.0,,3.21,LOW
"Beans, Dry, Great Northern, 444 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,271.0,4.74,186.0,1540.0,,3.1,LOW
"Beans, Dry, Great Northern, 446 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,163.0,6.25,164.0,1540.0,,3.8,LOW
"Beans, Dry, Great Northern, 447 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,231.0,5.52,191.0,1580.0,,3.51,LOW
"Beans, Dry, Great Northern, 449 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,126.0,4.14,162.0,1530.0,,3.29,LOW
"Beans, Dry, Great Northern, 453 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,233.0,5.39,198.0,1800.0,,3.6,LOW
"Beans, Dry, Great Northern, 457 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,201.0,4.23,172.0,1600.0,,3.91,LOW
"Beans, Dry, Great Northern, 458 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,243.0,5.48,194.0,1590.0,,4.09,LOW
"Beans, Dry, Great Northern, 460 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,235.0,5.3,157.0,1440.0,,3.49,LOW
"Beans, Dry, Great Northern, 467 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,229.0,4.85,170.0,1520.0,,3.43,LOW
"Beans, Dry, Great Northern, 474 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,198.0,5.23,170.0,1440.0,,2.89,LOW
"Beans, Dry, Great Northern, 485 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,239.0,5.05,158.0,1590.0,,3.51,LOW
"Beans, Dry, Great Northern, 495 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,166.0,5.75,178.0,1680.0,,4.06,LOW
"Beans, Dry, Great Northern, 501 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,208.0,5.2,172.0,1270.0,,3.22,LOW
"Beans, Dry, Great Northern, 507 (0% moisture)",MEDIUM,LOW,UNKNOWN,HIGH,HIGH,HIGH,LOW,271.0,,191.0,1710.0,,4.19,LOW
"Beans, Dry, Great Northern, 514 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,213.0,4.96,148.0,1420.0,,3.41,LOW
"Beans, Dry, Great Northern, 518 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,204.0,4.34,165.0,1580.0,,3.79,LOW
"Beans, Dry, Great Northern, 519 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,175.0,5.14,184.0,1690.0,,3.58,LOW
"Beans, Dry, Great Northern, 579 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,154.0,5.48,163.0,1540.0,,3.45,LOW
"Beans, Dry, Great Northern, 581 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,146.0,6.51,158.0,1520.0,,3.2,LOW
"Beans, Dry, Great Northern, 594 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,175.0,5.29,152.0,1490.0,,3.1,LOW
"Beans, Dry, Great Northern, 616 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,195.0,3.81,201.0,1580.0,,3.68,LOW
"Beans, Dry, Great Northern, 637 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,170.0,4.67,178.0,1500.0,,3.17,LOW
"Beans, Dry, Great Northern, 638 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,211.0,5.29,167.0,1350.0,,2.87,LOW
"Beans, Dry, Great Northern, 644 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,171.0,4.48,152.0,1430.0,,2.93,LOW
"Beans, Dry, Great Northern, 648 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,193.0,4.6,181.0,1480.0,,2.88,LOW
"Beans, Dry, Great Northern, 651 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,200.0,4.86,168.0,1390.0,,2.76,LOW
"Beans, Dry, Great Northern, 655 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,190.0,4.94,207.0,1670.0,,3.55,LOW
"Beans, Dry, Great Northern, 656 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,154.0,4.54,161.0,1460.0,,2.99,LOW
"Beans, Dry, Great Northern, 658 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,MEDIUM,LOW,245.0,4.88,152.0,1350.0,,2.79,LOW
"Beans, Dry, Great Northern, 662 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,209.0,5.85,183.0,1540.0,,3.4,LOW
"Beans, Dry, Great Northern, 666 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,181.0,4.03,164.0,1460.0,,3.28,LOW
"Beans, Dry, Great Northern, 672 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,225.0,5.25,157.0,1390.0,,3.12,LOW
"Beans, Dry, Great Northern, 675 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,165.0,4.45,184.0,1450.0,,3.48,LOW
"Beans, Dry, Great Northern, 680 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,157.0,4.6,183.0,1570.0,,3.35,LOW
"Beans, Dry, Great Northern, 683 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,172.0,3.82,194.0,1670.0,,3.4,LOW
"Beans, Dry, Great Northern, 688 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,198.0,3.9,179.0,1460.0,,3.33,LOW
"Beans, Dry, Great Northern, 689 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,181.0,3.29,170.0,1460.0,,3.22,LOW
"Beans, Dry, Great Northern, 693 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,232.0,6.04,202.0,1460.0,,4.12,LOW
"Beans, Dry, Great Northern, 694 (0% moisture)",HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,308.0,5.0,206.0,1550.0,,4.12,LOW
"Beans, Dry, Great Northern, 697 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,214.0,4.26,217.0,1680.0,,3.69,LOW
"Beans, Dry, Great Northern, 706 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,180.0,5.24,195.0,1520.0,,4.07,LOW
"Beans, Dry, Great Northern, 713 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,175.0,4.65,175.0,1500.0,,3.36,LOW
"Beans, Dry, Great Northern, 716 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,174.0,5.19,189.0,1570.0,,3.91,LOW
"Beans, Dry, Great Northern, 723 (0% moisture)",MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,LOW,166.0,5.92,186.0,1520.0,,4.33,LOW
